Product_Name,Order_Guide_Line_No,Product_Code,UPC_Code,Category,Unit_Of_Measure,Case_Weight,Case_Size_WxHxD,Unit_Weight,Unit_Size_WxHxD,Pallet_Qty,Country_Of_Origin,Availability,Unit_Price,Image_link
70pc Grease Fitting Assortment,,82940,039593829408,Wheels & Abrasives,36/EACH,36 lbs,"9.06"" x 17.72"" x 15.35""",,,"1,440 units",,,,http://p2.glwholesale.com/l/82940.jpg
"150 - 3/32"""" x 1""",,82900,039593829002,Wheels & Abrasives,12/EACH,51 lbs,"9.06"" x 16.54"" x 14.57""",,,"1,200 units",,,,http://p2.glwholesale.com/l/82900.jpg
158pc Wire Nut Assortment,,82905,039593829057,Wheels & Abrasives,36/EACH,15 lbs,"11.02"" x 9.45"" x 12.60""",,,"1,080 units",,,,http://p2.glwholesale.com/l/82905.jpg
151 Piece Hooks and Eye Assortment,,82805,039593828050,Wheels & Abrasives,24/EACH,33 lbs,"8.27"" x 20.47"" x 9.45""",,,0 units,,,,http://p2.glwholesale.com/l/82805.jpg
80pc Alligator Clip Assortment,,82810,039593828104,Wheels & Abrasives,24/EACH,19 lbs,"8.27"" x 20.47"" x 9.45""",,,0 units,,,,http://p2.glwholesale.com/l/82810.jpg
103pc GROMMET SET w/ TOOL,,82815,039593828159,Wheels & Abrasives,24/EACH,29 lbs,"8.27"" x 20.47"" x 9.45""",,,0 units,,,,http://p2.glwholesale.com/l/82815.jpg
240pc NUT & BOLT SET - METRIC,,82825,039593828258,Wheels & Abrasives,24/EACH,51 lbs,"9.45"" x 15.35"" x 10.24""",,,0 units,,,,http://p2.glwholesale.com/l/82825.jpg
240pc ALUMINUM RIVET ASST,,82870,039593828708,Wheels & Abrasives,24/EACH,18 lbs,"8.27"" x 19.29"" x 9.06""",,,0 units,,,,http://p2.glwholesale.com/l/82870.jpg
Wire Brush Set 6pc,,82440,039593824403,Wheels & Abrasives,24/EACH,26 lbs,"16.93"" x 21.26"" x 13.78""",,,504 units,,,,http://p2.glwholesale.com/l/82440.jpg
"2-1/2""",,82460,039593824601,Wheels & Abrasives,48/EACH,26 lbs,"10.24"" x 11.02"" x 18.11""",,,"2,160 units",,,,http://p2.glwholesale.com/l/82460.jpg
240 Piece Nut & Bolt Set - Standard,,82820,039593828203,Wheels & Abrasives,24/EACH,51 lbs,"9.45"" x 15.35"" x 10.24""",,,0 units,,,,http://p2.glwholesale.com/l/82820.jpg
"3"""" Sanding & Polishing Mandrel",,82095,039593820955,Wheels & Abrasives,48/EACH,13 lbs,"9.06"" x 13.39"" x 12.20""",,,"1,296 units",,,,http://p2.glwholesale.com/l/82095.jpg
"Knotted Cup Wheel Brush 4""""",,82250,,Wheels & Abrasives,36/EACH,37 lbs,"10.24"" x 19.69"" x 17.32""",1.000 lbs,,0 units,,,,http://p2.glwholesale.com/l/82250.jpg
"Knotted Wire Wheel 4 1/2""""",,82290,039593822904,Wheels & Abrasives,48/EACH,26 lbs,"12.20"" x 18.90"" x 14.17""",,,"1,440 units",,,,http://p2.glwholesale.com/l/82290.jpg
"3"""" Knotted & Crimped Cup Wheel Brush",,82400,,Wheels & Abrasives,36/EACH,33 lbs,"10.24"" x 19.69"" x 18.50""",0.750 lbs,,0 units,,,,http://p2.glwholesale.com/l/82400.jpg
Wire Weel & Cup Brush Set 13pc,,82430,039593824304,Wheels & Abrasives,6/EACH,20 lbs,"12.99"" x 19.69"" x 14.17""",,,126 units,,,,http://p2.glwholesale.com/l/82430.jpg
"25pc 240 GRIT 3"" SANDING DISC",,82082,039593820825,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82082.jpg
Sanding & Polishing Mandrel,,82085,039593820856,Wheels & Abrasives,96/EACH,11 lbs,"12.60"" x 14.96"" x 9.06""",,,"12,288 units",,,,http://p2.glwholesale.com/l/82085.jpg
Sanding & Polishing Mandrel,,82090,039593820900,Wheels & Abrasives,96/EACH,11 lbs,"11.81"" x 14.17"" x 8.66""",,,"4,320 units",,,,http://p2.glwholesale.com/l/82090.jpg
"25pc 36 GRIT 3"" SANDING DISC",,82077,039593820771,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82077.jpg
"25pc 60 GRIT 3"" SANDING DISC",,82078,039593820788,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82078.jpg
"25pc 80 GRIT 3"" SANDING DISC",,82079,039593820795,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82079.jpg
"25pc 120 GRIT 3"" SANDING DISC",,82080,039593820801,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82080.jpg
"25pc 180 GRIT 3""  SANDING DISC",,82081,039593820818,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82081.jpg
"10pc 3"" FINE SURFACE PREP PADS",,82072,039593820726,Wheels & Abrasives,48/EACH,16 lbs,"14.17"" x 14.96"" x 22.44""",,,0 units,,,,http://p2.glwholesale.com/l/82072.jpg
"3"""" Roll Lock Sanding Disc 25pc",,82075,039593820757,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82075.jpg
"25pc 24 GRIT 3"" SANDING DISC",,82076,039593820764,Wheels & Abrasives,24/EACH,14 lbs,"19.69"" x 16.93"" x 14.96""",,,432 units,,,,http://p2.glwholesale.com/l/82076.jpg
"2"" Surface Prep Pad - Coarse",,82050,039593820504,Wheels & Abrasives,48/EACH,11 lbs,"12.60"" x 12.60"" x 16.54""",,,"1,296 units",,,,http://p2.glwholesale.com/l/82050.jpg
"10pc 3"" COARSE SURFACE PREP PA",,82052,039593820528,Wheels & Abrasives,48/EACH,16 lbs,"14.17"" x 14.96"" x 22.44""",,,0 units,,,,http://p2.glwholesale.com/l/82052.jpg
"2"""" Surface Prep Pad - Medium",,82060,039593820603,Wheels & Abrasives,48/EACH,11 lbs,"12.60"" x 12.60"" x 16.54""",,,"1,728 units",,,,http://p2.glwholesale.com/l/82060.jpg
"10pc 3"" MEDIUM SURFACE PREP PA",,82062,039593820627,Wheels & Abrasives,48/EACH,16 lbs,"14.17"" x 14.96"" x 22.44""",,,0 units,,,,http://p2.glwholesale.com/l/82062.jpg
"2"""" Surface Prep Pad - Fine",,82070,039593820702,Wheels & Abrasives,48/EACH,11 lbs,"12.60"" x 12.60"" x 16.54""",,,"1,728 units",,,,http://p2.glwholesale.com/l/82070.jpg
"2"" Roll Lock Discs",,82041,039593820412,Wheels & Abrasives,24/EACH,15 lbs,"12.20"" x 19.69"" x 12.60""",,,672 units,,,,http://p2.glwholesale.com/l/82041.jpg
"50 Pieces 2"""" Roll Lock Discs",,82042,039593820429,Wheels & Abrasives,24/EACH,15 lbs,"12.20"" x 19.69"" x 12.60""",,,672 units,,,,http://p2.glwholesale.com/l/82042.jpg
"50pc 2"" ROLL LOCK DISC 240GRIT",,82043,039593820436,Wheels & Abrasives,24/EACH,15 lbs,"12.20"" x 19.69"" x 12.60""",,,672 units,,,,http://p2.glwholesale.com/l/82043.jpg
"1"""" Surface Prep Discs",,81960,039593819607,Wheels & Abrasives,48/EACH,9 lbs,"11.81"" x 22.83"" x 12.60""",,,"1,152 units",,,,http://p2.glwholesale.com/l/81960.jpg
"2"""" Roll Lock Discs",,82035,039593820351,Wheels & Abrasives,24/EACH,15 lbs,"12.20"" x 19.69"" x 12.60""",,,672 units,,,,http://p2.glwholesale.com/l/82035.jpg
"2"""" Roll Lock Discs",,82037,039593820375,Wheels & Abrasives,24/EACH,15 lbs,"12.20"" x 19.69"" x 12.60""",,,672 units,,,,http://p2.glwholesale.com/l/82037.jpg
"50pc 2"" ROLL LOCK DISC 60 GRIT",,82038,039593820382,Wheels & Abrasives,24/EACH,15 lbs,"12.20"" x 19.69"" x 12.60""",,,672 units,,,,http://p2.glwholesale.com/l/82038.jpg
"2"""" Roll Lock Discs",,82039,039593820399,Wheels & Abrasives,24/EACH,15 lbs,"12.20"" x 19.69"" x 12.60""",,,672 units,,,,http://p2.glwholesale.com/l/82039.jpg
"2"" 120 GRIT FLAP WHEEL- 10pc",,81027,039593810277,Wheels & Abrasives,24/EACH,13 lbs,"10.63"" x 12.60"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/81027.jpg
"3"" 40 GRIT FLAP WHEELS - 10pc",,81030,039593810307,Wheels & Abrasives,24/EACH,11 lbs,"12.60"" x 19.69"" x 12.20""",,,0 units,,,,http://p2.glwholesale.com/l/81030.jpg
"3"" 60 GRIT FLAP WHEELS - 10pc",,81035,039593810352,Wheels & Abrasives,24/EACH,11 lbs,"12.60"" x 19.69"" x 12.20""",,,0 units,,,,http://p2.glwholesale.com/l/81035.jpg
51pc SANDING DRUM SET,,80615,039593806157,Wheels & Abrasives,48/EACH,10 lbs,"8.27"" x 16.14"" x 14.17""",,,"1,440 units",,,,http://p2.glwholesale.com/l/80615.jpg
2pc Sharpening Stone,,80570,039593805709,Wheels & Abrasives,48/EACH,44 lbs,"8.27"" x 17.72"" x 14.57""",0.850 lbs,,0 units,,,,http://p2.glwholesale.com/l/80570.jpg
Saw Blade Set With Mandrel,,80620,039593806201,Wheels & Abrasives,48/EACH,11 lbs,"10.24"" x 11.81"" x 8.66""",,,"3,840 units",,,,http://p2.glwholesale.com/l/80620.jpg
"4"""" SWIVEL CASTER RUBBER 4"""" X 1.5""""",,80815,039593808151,Wheels & Abrasives,10/EACH,33 lbs,"11.81"" x 4.72"" x 15.75""",23.000 lbs,,0 units,,,,http://p2.glwholesale.com/l/80815.jpg
"2"" 80 GRIT FLAP WHEEL- 10pc",,81026,039593810260,Wheels & Abrasives,24/EACH,13 lbs,"10.63"" x 12.60"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/81026.jpg
12PC Rotary Tool Assortment,,80555,039593805556,Wheels & Abrasives,72/EACH,18 lbs,"13.39"" x 12.20"" x 18.50""",,,"1,800 units",,,,http://p2.glwholesale.com/l/80555.jpg
Reinforced Cut-Off Wheels 50pc,,80515,039593805150,Wheels & Abrasives,48/EACH,13 lbs,"9.45"" x 7.48"" x 10.24""",,,"4,608 units",,,,http://p2.glwholesale.com/l/80515.jpg
Brass Wire Wheel Set,,80530,039593805303,Wheels & Abrasives,96/EACH,9 lbs,"9.84"" x 10.63"" x 20.47""",,,"3,072 units",,,,http://p2.glwholesale.com/l/80530.jpg
3pc DIAMOND WHETSTONE SET,,80562,039593805624,Wheels & Abrasives,24/EACH,21 lbs,"14.17"" x 19.69"" x 13.78""",,,0 units,,,,http://p2.glwholesale.com/l/80562.jpg
"5"" CERAMIC SHARPENING ROD",,80584,039593805846,Wheels & Abrasives,12/EACH,6 lbs,"9.06"" x 11.42"" x 14.57""",,,0 units,,,,http://p2.glwholesale.com/l/80584.jpg
DIAMOND MULTI-PURPOSE SHARPENE,,80587,039593805877,Wheels & Abrasives,12/EACH,4 lbs,"7.48"" x 9.45"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/80587.jpg
"1/4"""" Mounted Stone",,80461,039593804610,Wheels & Abrasives,48/EACH,15 lbs,"10.24"" x 11.02"" x 17.32""",,,"1,728 units",,,,http://p2.glwholesale.com/l/80461.jpg
"14"""" X 1/8"""" X 1"""" Cut Off Wheel",,80350,039593803507,Wheels & Abrasives,25/EACH,39 lbs,"4.33"" x 14.57"" x 14.57""",1.672 lbs,,0 units,,,,http://p2.glwholesale.com/l/80350.jpg
"21pc 4-1/2""  ANGLE GRINDER SAN",,80360,039593803606,Wheels & Abrasives,24/EACH,20 lbs,"12.20"" x 20.47"" x 16.93""",,,0 units,,,,http://p2.glwholesale.com/l/80360.jpg
Chain Saw Sharpening Kit,,80470,039593804702,Wheels & Abrasives,24/EACH,9 lbs,"11.81"" x 13.78"" x 12.60""",,,864 units,,,,http://p2.glwholesale.com/l/80470.jpg
"4 1/2"""" Flap Grinding Disc",,80070,039593800704,Wheels & Abrasives,24/EACH,24 lbs,"14.17"" x 14.57"" x 26.77""",,,288 units,,,,http://p2.glwholesale.com/l/80070.jpg
"5PC 3"" WHEEL W/ 1/4"" MANDREL",,80210,039593802104,Wheels & Abrasives,36/EACH,18 lbs,"11.42"" x 18.50"" x 7.09""",,,"1,728 units",,,,http://p2.glwholesale.com/l/80210.jpg
7pc BUFFING KIT w/ COMPOUND,,80502,039593805020,Wheels & Abrasives,24/EACH,15 lbs,"11.42"" x 12.60"" x 18.90""",,,0 units,,,,http://p2.glwholesale.com/l/80502.jpg
10PC Cut-Off Wheels With Mandrel,,80510,039593805105,Wheels & Abrasives,96/EACH,13 lbs,"11.81"" x 8.27"" x 13.39""",,,"4,320 units",,,,http://p2.glwholesale.com/l/80510.jpg
"3"""" Assorted Buffers",,80505,039593805051,Wheels & Abrasives,96/EACH,22 lbs,"10.63"" x 4.33"" x 11.81""",,,"2,880 units",,,,http://p2.glwholesale.com/l/80505.jpg
Steel Wire Wheel Set,,80525,039593805259,Wheels & Abrasives,96/EACH,9 lbs,"9.84"" x 10.63"" x 20.47""",,,"3,072 units",,,,http://p2.glwholesale.com/l/80525.jpg
Felt Wheels With Mandrel,,80535,039593805358,Wheels & Abrasives,96/EACH,9 lbs,"9.84"" x 10.63"" x 13.78""",,,"5,760 units",,,,http://p2.glwholesale.com/l/80535.jpg
18x44 HAUSSMAN BELT 50GRIT,,1899-025,,Wheels & Abrasives,10/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/1899-025.jpg
3pk COARSE SANDING SPONGE 3x5x,,7239G,082354072391,Wheels & Abrasives,20/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/7239G.jpg
4X72 Flap Grinding Wheel,,80010,039593800100,Wheels & Abrasives,100/EACH,13 lbs,"4.33"" x 21.26"" x 9.45""",,,"6,400 units",,,,http://p2.glwholesale.com/l/80010.jpg
"4-1/2"""" X 1/4"""" X 7/8"""" Grinding Wheel",,80050,039593800506,Wheels & Abrasives,100/EACH,33 lbs,"5.12"" x 9.84"" x 16.54""",0.330 lbs,,0 units,,,,http://p2.glwholesale.com/l/80050.jpg
"Large Sanding Sponge 3"""" X 5""""",,80955,039593809554,Wheels & Abrasives,96/EACH,11 lbs,"13.78"" x 14.17"" x 11.02""",,,"2,880 units",,,,http://p2.glwholesale.com/l/80955.jpg
5pc Flap Disc Set,,81000,039593810000,Wheels & Abrasives,48/EACH,13 lbs,"18.90"" x 22.83"" x 9.45""",,,0 units,,,,http://p2.glwholesale.com/l/81000.jpg
"Flap Grinding Wheel 4.5"""" X 7/8""""",,80060,039593800605,Wheels & Abrasives,100/EACH,26 lbs,"4.33"" x 24.02"" x 10.63""",,,"5,600 units",,,,http://p2.glwholesale.com/l/80060.jpg
"50PC 6"" Sanding Discs",,80917,039593809172,Wheels & Abrasives,12/EACH,18 lbs,"9.84"" x 14.17"" x 13.78""",,,540 units,,,,http://p2.glwholesale.com/l/80917.jpg
"50pc 80GRIT 6"" DA PAPER PSA",,80916,039593809165,Wheels & Abrasives,12/EACH,18 lbs,"9.84"" x 13.78"" x 13.78""",,,432 units,,,,http://p2.glwholesale.com/l/80916.jpg
"50PC 6"""" Sanding Discs",,80918,039593809189,Wheels & Abrasives,12/EACH,18 lbs,"9.84"" x 13.78"" x 13.78""",,,432 units,,,,http://p2.glwholesale.com/l/80918.jpg
"50pc 6"""" Sanding Discs",,80919,039593809196,Wheels & Abrasives,12/EACH,18 lbs,"9.84"" x 13.78"" x 13.78""",,,540 units,,,,http://p2.glwholesale.com/l/80919.jpg
"50pc 320 GRIT 6"" DA PAPER PSA",,80921,039593809219,Wheels & Abrasives,12/EACH,18 lbs,"9.84"" x 13.78"" x 13.78""",,,540 units,,,,http://p2.glwholesale.com/l/80921.jpg
"45pc 5"" HOOK & LOOP DISC ASST.",,80945,039593809455,Wheels & Abrasives,16/EACH,22 lbs,"12.60"" x 12.99"" x 15.35""",,,0 units,,,,http://p2.glwholesale.com/l/80945.jpg
Foam Sanding Block,,80950,039593809509,Wheels & Abrasives,96/EACH,11 lbs,"9.06"" x 12.60"" x 15.35""",,,"3,072 units",,,,http://p2.glwholesale.com/l/80950.jpg
6pk 5.5x9 SANDPAPER 1500 GRIT,,7542G,082354075422,Wheels & Abrasives,50/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/7542G.jpg
"4 x 1-1/4"" BLACK SWIVEL CASTER",,80886,039593808861,Wheels & Abrasives,12/EACH,25 lbs,"8.66"" x 11.81"" x 8.27""",,,0 units,,,,http://p2.glwholesale.com/l/80886.jpg
"4"" x 1"" BLACK SWIVEL CASTER",,80882,039593808823,Wheels & Abrasives,"12/4"" X 1""",15 lbs,"6.30"" x 10.63"" x 8.27""",,,0 units,,,,http://p2.glwholesale.com/l/80882.jpg
"2"""" Black Swivel Caster",,80890,039593808908,Wheels & Abrasives,"24/2""",10 lbs,"7.09"" x 9.45"" x 4.33""",,,0 units,,,,http://p2.glwholesale.com/l/80890.jpg
"2-1/2"""" Black Swivel Caster",,80892,039593808922,Wheels & Abrasives,24/EACH,11 lbs,"5.51"" x 7.87"" x 1.97""",,,0 units,,,,http://p2.glwholesale.com/l/80892.jpg
"3 x 1"""" Black Swivel Caster",,80880,039593808809,Wheels & Abrasives,"24/3"" X 1""",21 lbs,"8.27"" x 12.99"" x 6.30""",,,0 units,,,,http://p2.glwholesale.com/l/80880.jpg
"2"" ORANGE SWIVEL CASTER",,80894,039593808946,Wheels & Abrasives,"24/2""",8 lbs,"7.09"" x 9.45"" x 4.33""",,,0 units,,,,http://p2.glwholesale.com/l/80894.jpg
"2.5"""" Swivel Caster for Creeper",,80847,039593808472,Wheels & Abrasives,50/EACH,44 lbs,"10.24"" x 7.87"" x 12.99""",,,"3,750 units",,,,http://p2.glwholesale.com/l/80847.jpg
"3.5"" SWIVEL CASTER WITH BRAKE",,80846,039593808465,Wheels & Abrasives,24/EACH,51 lbs,"8.27"" x 17.72"" x 11.81""",,,"1,152 units",,,,http://p2.glwholesale.com/l/80846.jpg
"Flap Wheel 5pc 2"""" X 1""""",,80855,039593808557,Wheels & Abrasives,24/EACH,13 lbs,"13.39"" x 16.54"" x 18.90""",,,432 units,,,,http://p2.glwholesale.com/l/80855.jpg
"Flap Scouring Wheel 5pc 2"""" X 1""""",,80856,039593808564,Wheels & Abrasives,24/EACH,13 lbs,"13.39"" x 16.54"" x 18.90""",,,384 units,,,,http://p2.glwholesale.com/l/80856.jpg
